Array Size,Quick Sort,Merge Sort,Bubble Sort,Insertion Sort,Selection Sort,Python TimSort,Counting Sort,Radix Sort
10,6.649999977526022e-05,1.4399999599845614e-05,7.100000402715523e-06,4.5000006139162e-06,4.900000021734741e-06,1.100000190490391e-06,0.012116799999603245,3.2100000680657104e-05
100,0.00010790000033011893,0.00013620000027003698,0.0003941999993912759,0.00017439999919588445,0.00016179999965970637,7.200000254670158e-06,0.012625700000171491,0.00021409999953903025
1000,0.0015142000002015266,0.0017981999999392428,0.04354460000013205,0.02113459999964107,0.01927830000022368,9.11999995878432e-05,0.012383600000248407,0.0010296999998899992
10000,0.016881999999895925,0.02546139999958541,5.079874000000018,2.2896451999995406,1.95398699999987,0.0010533999993640464,0.012809400000151072,0.009768699999767705
